carnum,ft1,lt1,ft2,lt2,ft4,lt4
’„G4AA81E93D2607C0BF3170D175CCD1C26,9,20,8,17,8.0,19.0
’„GD981A9E7F1529B6C7CD128195F56104B,6,20,6,17,6.0,7.0
’„G9C4839FC818FA9CB28D3D2605F0B2580,7,8,7,17,7.0,8.0
πD0EFBDEF857F1BA214041516168E42563,7,20,8,17,6.0,19.0
’„G8D34357F86F3C7CC6B119953D8CC778F,8,18,8,17,7.0,18.0
’„G44DBACBE3457EC6C290C32AB39651E6F,8,16,7,16,6.0,17.0
’„G0CEBEDE14646CF80A814D3E70EA81137,7,18,7,17,7.0,8.0
’„GC0734CF0387585FB7920BF37B66A5006,6,21,7,17,6.0,17.0
’„GAE1E1E787824307E7A1D4F2392967739,7,8,7,16,7.0,18.0
’„GA8F755893DA9C9F7607B9356FDD2791A,7,17,8,18,8.0,18.0
’„G4495DF2AA9D15E3544499575D87D22B0,8,13,8,16,7.0,13.0
’„G03AECC5CE126D1FC03ECA8B4DBDE0A8A,8,21,9,9,8.0,16.0
’„G89F5DEF7FD3E08DD1B4C9B07E1C5CA80,7,17,7,17,,
’„G8FF829607CCFB6CB7EC61AAB4C76D131,7,17,7,17,7.0,18.0
’„GCBE5718504A516F65624BC3C598BB95B,13,14,7,13,5.0,5.0
’„GA6C6A4E3FD5739ED379491008CB56E0E,8,17,7,17,9.0,16.0
’„G18BE9A974C56A4C46E09DD9823D41227,8,19,8,13,8.0,21.0
’„GA219A42D02BDEE16603DEC364ACB6787,7,19,8,13,,
’„GCFAC873FBDD5909A03D77A8152BBBD8A,7,18,8,17,7.0,18.0
’„G903E39A816EF0C2F1B22ABD2A8904C38,7,8,8,15,6.0,18.0
’„GD1995C9AC4760910E938DACA9FCF33D4,7,9,11,17,,
’„G603AACBD8F98C93AAEBB03C627B4E930,7,18,8,17,7.0,17.0
’„G6A253A74CD2602E877C6CAC747A67EF9,7,17,6,17,7.0,18.0
’„G773822FDF51E7A3BF34D66FA8E08361B,6,19,7,17,7.0,17.0
’„G1B6708E0D4E331DAFA6763D6F9D21E5A,8,9,8,17,8.0,18.0
’„GC261B136AA3B563E12B9A02D47F4EA47,8,9,7,20,6.0,8.0
’„GEF074D7235723E4FB8D38C961F2277EB,7,8,7,17,7.0,19.0
’„G0DE36C18DBB4045CF23A79F698BF51FB,7,16,14,14,,
’„G1E7C6535597E7A35D1FA4FB7E6BB2B35,8,18,12,12,8.0,18.0
’„GA2B74E306D374A6A892485550E6BC69D,7,17,8,17,7.0,17.0
’„G948F883754CCDB74E4CC37AB04EFC62E,7,22,8,19,7.0,12.0
’„GAD36898D21444A526DBD6B1345FF32FE,7,22,7,18,,
’„G840F17996289B80DD07DB52138E13AD7,7,21,11,15,1.0,19.0
’„GC35250BAC458C6C1CEA3456156283EC3,6,17,8,16,,
’„GC3290620FF921100F04CCB91ED93EB67,8,17,7,17,9.0,16.0
’„G5B1E1815256DCCF7C32728FBC5DC9026,6,17,7,17,6.0,18.0
’„G3281300A2A44A9D2636B4839359173AC,17,18,6,16,4.0,18.0
’„G6775F1BE441161237E1F89F348C48468,6,18,7,17,6.0,17.0
’„G833FD219CAD0CDD1ADEC690BF0789C60,7,7,7,7,7.0,7.0
’„GE4E9731EB606D6D283BDEC4742CAC842,7,16,8,15,7.0,17.0
’„GDA8BCF88520320F3BC61962A927377A4,8,17,9,19,7.0,18.0
’„GBB953DDF7E9B6BA4099E471519356B48,7,16,8,10,6.0,19.0
’„G73E53E4F57915F479304E0C5DB9C5D77,13,16,13,18,,
’„G643DABD4E2CA957A58753815E3834B65,11,17,9,17,7.0,21.0
’„G93A112B46BF4D1573C794763BDE51957,7,18,12,16,7.0,17.0
’„G1660F9023F9EFA809D22A17ADCF1C8DB,9,15,9,15,9.0,16.0
’„G461AFE9CA4C1E978D0A7DCD79D97265C,7,17,7,11,7.0,17.0
’„GC05E1AA7BB44E887FC0ED9296CA942DB,8,17,7,18,15.0,16.0
’„G87D455217B71C4BFDF360E4EE1883C42,17,17,7,17,6.0,17.0
’„GD63484AD22BE096470415FD7DC6F66B6,7,16,7,21,7.0,20.0
’„G937B2EF40B4965226D1C4AB0ED2369E8,7,16,7,17,7.0,18.0
’„G994DDD4D16372A0014D9A5D4A5702B0C,6,20,8,18,7.0,19.0
’„G615E4BD5BFA40A92B99C56B409A0CEC4,8,9,11,13,16.0,18.0
’„G7C17A2C6DFF79A2232260D3EEFCF6851,8,18,13,18,7.0,18.0
’„GF1BC2BC649B71097F0A64D0610362518,7,8,7,16,7.0,17.0
’„G285D0C09F8C4BA0040783D5B20E45824,8,18,9,18,6.0,17.0
’„GB5688F61848FCBEDDFBA7FCDE426DFD7,8,18,7,16,,
’„G71C2EE395E03C7DE1CA016095E022548,7,21,7,17,7.0,20.0
’„GA4A6DD202BD9E88BAAFBE48DAE5FCF54,7,17,7,17,,
’„G50401886972D95B18CAE062AA0F4D08E,12,23,11,17,12.0,19.0
’„G34C11FED52D9A9E01B3D4D6A7905DF8F,8,16,9,10,8.0,16.0
’„GFB2AB87369FB889956BCB5CAE0DC0787,9,17,8,17,,
’„GF1293AF5017BCD72C9FB643EED11860B,7,18,7,19,7.0,18.0
’„G728DA4BE865CBCD0D4B23D374BDEB6F3,8,8,11,19,8.0,19.0
’„GB85F1C829D17AF3154DD08523F61C007,8,17,8,16,8.0,17.0
’„G0F29C3A88864E8551FC08C90505A9571,22,22,22,22,,
’„GAC2678FC82D2EAE74C101DD0F788DD87,10,19,13,16,9.0,19.0
’„G725F9B14BFC9AEBACCB89FE695BBAC64,8,16,8,10,,
’„G921941DE8FEABBAC24FBC3F6C268BDBB,8,18,8,17,7.0,18.0
’„GE5421AC10173B7828CACB68581361405,1,21,0,21,7.0,21.0
’„GED84A54EE015C402EE845A62257E5AE6,8,17,13,15,9.0,18.0
’„G5E80516AA8D58E2977EF8D0FE00EFB46,7,17,7,17,7.0,17.0
’„G0851114298D6AF8E8186D0DF1CC979E2,7,18,7,17,7.0,17.0
’„G2604FD7A52DDF42ADF34384B6FE19E21,7,17,7,17,7.0,17.0
’„GF7AFED8959566B282F21796C1D60CD4C,7,17,7,17,7.0,17.0
’„G0D9FD961861FF4547EA025EE798492E3,7,17,7,21,6.0,17.0
’„G33567379752C925D60BB652E6C4EC388,9,19,10,19,8.0,22.0
’„GD2BACBAD97A0C5F43BC94BAB9683AF5F,7,7,8,8,8.0,8.0
’„G1E0646B592E5760AD8CFE6139685D58C,7,17,7,17,7.0,17.0
’„G4235BB9A955EF81D879334327CAE4A5D,8,16,8,17,,
’„G98FAA85292DD2FA386E9BC69AB6718D6,7,17,7,17,7.0,18.0
’„GC74A2ECBBF1CC6FF5660BB0D505C049B,7,17,8,17,,
’„AD5A374AF4DE2AB935BCBDFD9CCA4F43E,7,17,8,17,7.0,17.0
’„G00E36F972807CEF1320BCFD5A22431E7,8,17,8,18,8.0,17.0
’„G1886F0EEF39191F74D6DE5D739B022F7,11,16,7,17,11.0,17.0
’„G3BC7A14A2D54C765BF7736583ECD5BE4,15,17,16,17,17.0,18.0
’„G3BC8580771CE5F3F7A8E349462304792,12,14,9,14,,
’„G5ECAD6BB35FBAD0A1FF44665639F187E,7,17,9,17,7.0,18.0
’„G606F826893B802EA038CFB1E72608961,14,16,8,17,,
’„G6C77D8F421256284396BEEA5C5023A02,7,17,9,16,7.0,17.0
’„G8A529E9EE417DC8D30E50E24B683A00D,10,16,8,18,,
’„G95F05AEDC856200DE617BE3914701D5D,8,17,9,9,7.0,13.0
’„GAC0E98BC908CD3621A5F98DF88B9D662,8,16,8,17,,
’„GB89CC065A897AB0F220B76EA2ABA07E0,8,18,8,13,7.0,18.0
’„GBF4CF0DC730F8590AB980853F476F9CB,7,17,7,16,6.0,18.0
’„GC26EB3D47C7491FD44F8DE50B8C1B7D4,7,12,8,17,7.0,17.0
’„GC2F6B7321F48B51D094671DF3F04E610,8,16,8,14,7.0,17.0
’„GCF1B92533AFE70DBAE00CB26B335B12B,8,14,8,16,,
’„GCFAE1DA23831976FFF0F6A7C23520C47,7,17,8,16,,
’„GD5C8953E9F5EC0AB3E799C8128F24C67,7,17,8,17,11.0,17.0
’„G818CA0E6B1E1B10CB979BA4BD6AB84A1,9,11,8,9,,
’„GD124BA3CC957A8C3D571EEFE329A1D86,7,15,7,12,,
’„G3E234011E84959D9B724AEFCC5DC2779,7,10,7,16,,
’„GE1A5106E89A826B9CE3AB6774660255F,7,17,7,17,7.0,20.0
’„GA399005D4114D2B3A0F49CA196B9CB78,6,18,7,7,6.0,7.0
’„G470C0F2F626EFD11C4FFD479EB598659,8,18,7,18,7.0,18.0
’„G3A07797AD5218AA424349531717E40EC,8,17,8,17,,
’„GB937E39AE982DA0DE16A331A3534D702,7,18,16,16,,
’„G3E0E612B21BE014B7E11EC71DAE8B45B,6,18,17,22,6.0,19.0
’„G2A35C7DE8D95615A64F9F1B2C5A4CC01,7,17,7,16,,
’„GF10F807699A4F48E1290964A2352D9BE,7,17,7,17,,
’„GB3D608C9C64CA9C9DDD2AAC9449525B5,7,18,8,17,,
’„G5AF09E6A781C5970A8EEA2FC5BF00999,7,16,16,17,7.0,17.0
’„G5B9E5534FFA85B0B5336D6A7DE7B70FF,8,17,7,17,8.0,22.0
’„G60CB89CF56DF6BFBAF5D0C750AADCBF5,7,18,8,17,7.0,8.0
’„G951273676C4EAAFE501831B9AADCFDB5,7,17,8,17,7.0,17.0
’„G5ADDCD632FC9751E64482777D4BB73DC,7,17,7,17,7.0,17.0
’„G397C15B57C11D4643447254E3E2968A7,7,17,7,17,,
’„G23DBFE22FCEAC4532A2DF6C525E3B8D5,6,7,5,8,4.0,6.0
’„G65D87C16EE9949098C2A3CA4ED6ECC1E,0,11,8,22,1.0,7.0
’„G92C14308B659E9E15CAA83561EB39809,7,18,7,15,6.0,8.0
’„G38B9D3F05AEA2B2BB912BB08AADC5C2D,11,17,7,16,7.0,17.0
’„G95F41816E6DD7B3A7EBA677CA6C541FA,10,11,8,16,7.0,16.0
’„G4065B7616A034069334D4958BF32ED38,7,17,8,18,8.0,21.0
’„G686FF120ECAE1FA9BB9FC31E8A3F4E54,7,17,8,17,7.0,18.0
’„GC468909B491742154613557541B7DBF1,8,20,8,15,,
’„G35FE6FBC31AB32CC3CF2ECB4D59E2D12,7,19,7,18,7.0,7.0
’„GEC77F48B94F15054C034B0BCFE962F30,7,17,7,19,7.0,22.0
’„GCB249296EDAE92D34B88D320415206DA,7,14,7,18,7.0,17.0
’„G6C8D2B4F45F8B8059551592C4FF022B3,7,14,7,18,7.0,7.0
’„G94F9AACE5CC7E258FA6B20AEBD696371,7,10,7,17,,
’„G6A58730C550709DAB6E0F4FD76BD85AC,7,18,7,18,7.0,17.0
’„GEAC1A5360314E0FB29EE87B60411E1B8,7,17,7,17,7.0,17.0
’„G222FC075AC1342171BDC78A53F8F3DD2,7,18,8,17,7.0,7.0
’„GC737443053BC78F57D856488E4FFC39D,12,18,12,19,12.0,19.0
’„G038215EC5C16389F21FA1D69024C7F77,8,17,7,17,8.0,18.0
’„G5752B80FB155F60D327E0591EDAF59C7,7,17,7,17,7.0,16.0
’„G4689D07770D740780B89098A1CFB7E83,5,17,6,16,6.0,18.0
’„G68017CD6D9DD49DA6C14430D82C66623,8,17,8,8,,
’„GE2F9BCAC16F0E2473A90667E5149C845,6,20,7,17,,
’„GCC9335344FE128C35D40AE1BD9E98490,11,15,10,13,11.0,15.0
’„G54A8DA5E460FEA7C228F749E4C9BD7AA,6,19,8,9,6.0,20.0
’„G7BEB19CF95C82CE1F73131ACE361FE49,6,18,7,18,7.0,19.0
’„G8E893F4222947AA5C4730ED0F7877372,9,17,13,16,,
’„G989552898ECDF336B8361AB7F5741164,7,18,18,18,,
’„GA18420CC69FCF3587C803749856AEABF,7,18,8,17,7.0,19.0
’„GE488E469EF9E06B3D0B0F2A3BB047CF3,8,14,8,8,8.0,17.0
’„G5ECA52250442B1756DBA0F432B21ED03,8,18,7,17,7.0,18.0
’„G607D8FA395931562F7AA5F71C132E008,6,8,7,10,6.0,6.0
’„G0F5BE59BA9E53CDEB7CC2B43135E4BC3,7,7,7,17,,
’„G13E0EF09F8CB3C0093ED7BC84608A8FC,7,19,7,17,6.0,17.0
’„G25C6F0D14CEABE40807812FD405062AE,7,17,7,17,7.0,7.0
’„GBDADC43BE617DA2813A1EB1A7A3402E7,7,21,8,17,7.0,17.0
’„G32BEC543C6579369969D18FEE611C8A8,6,21,7,17,6.0,18.0
’„G442A6176C5E1E4A87782A65E1F502364,8,20,7,7,7.0,8.0
’„GA7FD4D88D619121F6D0E81B2A2C62BD5,7,8,7,8,8.0,19.0
’„GC643A9754684DB2C1511947013510753,7,19,8,17,,
’„G202C0A8BB496D5E9791DAEE68D07B0CA,7,17,9,14,6.0,14.0
’„GCC38D1AD057BD1F24AABEA9EEB43E39F,5,20,8,12,12.0,12.0
’„G19DA4D7C5F87F017CAB87AB1152F1D74,4,6,3,6,4.0,5.0
’„GC8D3FD6E4B7A90A9AAF0C6BC867A614C,8,17,8,17,,
’„G0EE58EFDE39266DDC0F73C2E944E978B,7,10,8,17,6.0,19.0
’„GCEC8765B1DAC6D1B4FAD4FF36AD7B7B7,7,18,7,7,7.0,7.0
’„G7E4D59D3D9C7EBE7E702B9CB50B431C5,7,23,8,17,7.0,18.0
’„GE02F0E14F067B1ED67EE8FB06AD35CAE,6,13,6,14,6.0,13.0
’„G0963EB084CEF5D0F93ED5ADEBEABB5EC,7,21,7,17,7.0,20.0
’„G8587190B1C7EB008DC4EB41D21B0D1BF,7,18,7,17,7.0,22.0
’„G6F8B7C81B70F4DA35D121192B992557A,7,8,7,17,7.0,18.0
’„G745AFF18257EF9957125E98718C159B9,4,19,5,16,18.0,20.0
’„GD0CD3707A289DD2E2BBE42C5D67E0768,7,18,7,17,,
’„G155C2B2FD63C5DE6E45FF9CEE285FC02,7,17,7,17,,
’„G007A306E2BB9086D76140D6114565CFD,7,17,7,17,,
’„G4CBC25ABE065647AD1D5196D80A2556A,7,16,13,16,7.0,19.0
’„G7DAB8F6505FE0A41E3ACFF8F7D0F2BD3,8,17,8,17,,
’„GBB1D8365FA95FB2525AD58980394A7DC,7,17,8,17,7.0,17.0
’„GAEC768B1CC3F4F52F89EEB5AC3D570E5,7,19,8,16,,
’„GDFECD7B5A531285367182D18379A72E8,7,17,8,17,7.0,18.0
’„G8DE2F1BDC1626290E1B895E6A85A1E89,6,14,7,15,6.0,7.0
’„G71EFE7A81F5D29CBB753F98CD4E3C95A,6,17,6,17,6.0,6.0
’„GBE1741A6BF6EBF985AF90E3C93F67042,8,17,8,17,8.0,17.0
’„GC54CB4F7FBCD0D09EE6AAF23355D6663,8,20,8,19,8.0,19.0
’„G0F3236047FF28EB9B808C16E70154F24,8,17,8,10,7.0,21.0
’„G4CE7E2FDC0AC1A1E71E4209EE0FA5109,7,10,7,17,7.0,13.0
’„G3CAFF268F9C5C393AB1C3941F19ECA3E,8,19,8,16,,
’„G68DFF6BE4E1863EF2B7F1E7EEC41A78E,7,17,7,17,,
’„G0F669001CC3CFB5B97A7FCA9F4861709,7,17,17,17,18.0,18.0
’„G1B44882E80E82F4596630DCE74A47AFC,4,17,3,16,3.0,17.0
’„GB09DC9ADF2AE3A80671AA53DAC6CF977,7,8,7,17,17.0,17.0
’„GA59EDF52AE43EDB0FF5F549EB3561114,7,17,7,17,7.0,17.0
’„G1DB1E56BECB80FB1B8157CCB24927F64,0,23,9,18,,
’„G15E68654F2F76E4D3C2695E504BC9F75,7,17,7,18,5.0,6.0
’„G57C7B4A98C5FB6A3DD4F1400FA26FB75,7,17,7,17,7.0,17.0
’„G7BB9D66B881D1E23F1BB5DD79FD36EC6,7,7,7,13,7.0,7.0
’„GAA31B5D1B25443AA04902CF5039F351F,7,8,7,17,7.0,20.0
’„GCA78C105F0E9B0307DBA164F9B8D1E3D,7,7,7,8,,
’„GD4DEF12494DD57DADC9CF464C125A752,9,16,11,16,9.0,16.0
’„GE9FA4BEF99269EF043E35B63656E183E,7,8,7,16,7.0,21.0
’„G01877561387FCAD7FCD04D37D673CB6B,7,17,7,17,,
’„G1DC2196E87FAE9AD617E59814804031B,7,16,7,16,,
’„GB6E3885DA2422EDC62D0FBDF025D54CC,7,17,7,17,0.0,18.0
’„GB7EF7767349F491C47A94F6793FF9DEF,7,17,7,17,,
’„G3AE43420ED7D500B5B4DCEEF60086535,7,17,7,17,7.0,18.0
’„G739EFC09BC8C5B0007A4D60E763012D2,7,8,8,16,,
’„G2B9505EFF585E66F9191C6C592D5D8E4,7,16,8,17,7.0,17.0
’„G93C1821EC18B787B7F6F4BE244BC95F9,7,16,7,17,,
’„G7606275727662025852CB2EA26BB3E7A,7,17,7,17,7.0,8.0
’„GBB50721AAC89CD428AD257F46C1051CA,8,8,8,17,,
’„GC2EB63925EF61B0B5E3EF7B18D939AB0,6,17,8,17,,
’„GC6B64A10B87C6B686C5D564B35EA4949,7,7,8,17,7.0,8.0
’„GDE70754086A45A237B1251318D708B47,7,17,7,17,7.0,21.0
’„GF2C445629E47505E9CB52CCC45292384,7,17,7,17,8.0,17.0
’„G048831423456DD93FF88C842028CADB9,7,16,7,16,6.0,17.0
’„GBEF652AED8610AA7222E72DF22120B4E,5,7,3,6,4.0,6.0
’„GE60C1E602CF9D389F173BC8EF4036B89,3,4,4,5,3.0,5.0
’„G8E6C1410CA5D7526B6E109AEBDE449FC,4,6,4,6,4.0,6.0
’„GBF8E48A86FADA1A1B9D0C8A25261D5AD,7,17,8,17,,
’„G321BD2016AA62E05DE80E8E9CA27AB14,4,6,5,17,4.0,12.0
’„G29A3C3C89198A3CD8DC493E21B12A92B,7,17,11,12,6.0,10.0
’„GA2036B4D367658C2F2CF0B26ADF09293,7,17,7,18,,
’„G413DE65FAB64CE97EBBF7A3DBCE13439,6,17,5,17,5.0,5.0
’„GA389796482B02D764A28058BE4F9A3BC,7,15,8,16,7.0,17.0
’„G93A46DFD2D5DCA3B1ACF8025A4F0EB8C,6,18,9,17,7.0,17.0
’„G25D942608A08D22234C1932B7CFACE82,7,18,8,17,,
’„GAB47F1E3964AA248BAE7989C7D23C04E,6,21,7,17,,
’„G1DCD436F00057ABE64C9577E88507106,7,18,7,17,8.0,18.0
’„G53530A5F3E83D7C50D703117C3F4D056,8,17,8,17,7.0,7.0
’„G04A96E096A204B24CB86623BDE37C1FF,8,17,7,17,,
’„G997232AAF15F7107F3F1FDF4E10B583C,7,17,11,17,,
’„GAE169EDCC14FC111286A584F291CD453,7,22,8,22,,
’„GBFD81E666FEA96193A932FB5F96BBF24,7,18,7,17,7.0,18.0
’„GC0668831ED8F02EE3162A64277E0293B,7,16,7,16,7.0,18.0
’„G1A7D00C1B69ED3F7F3BE823AAE0C5B33,6,20,8,17,7.0,20.0
’„GC1EDC100E1141DB9806AC916E7EF166A,6,7,7,18,6.0,6.0
’„GAB54B0176CB51D110F69E331A71267D8,8,18,7,17,8.0,18.0
’„G1BD87F67A4A752E486317F5270459AA8,7,19,8,17,8.0,8.0
’„G5BF07A13030E27901F24B76A19C1E4CC,5,13,4,6,4.0,13.0
’„GAF922C1F9CE99A1BAF1D0B746D4266C0,7,22,8,19,8.0,22.0
’„G3E15D83543C9E6C79ED2DD1E62621C12,6,11,7,17,,
’„G7BD4242E53F5A8B67A1CF8A2C9CA5EF7,8,20,12,15,9.0,15.0
’„G085608C804C04C1838915D47EE2CA927,7,18,6,14,6.0,17.0
’„GFA52663433550569181CC61135420397,7,17,7,17,7.0,8.0
’„G50F72301D17C98D42317FA5521261958,7,17,7,17,,
’„G68F1F979B954B339B660C1684DBE1BC4,6,16,7,16,,
’„GB83C0118A7F759EFB75EB284C14E949C,5,11,4,15,6.0,10.0
’„G5C42169DD65EDF87FB64E238B42A32AC,16,16,8,18,7.0,18.0
’„G24604F41A12521C41023787AF2B330D1,7,18,7,17,6.0,17.0
’„GB5E095C0A4531C96F821054A720AC7BF,7,18,8,17,7.0,19.0
’„G0371786CF8E829535CF5A7B39486F0F9,7,11,8,17,7.0,19.0
’„G0DCB5E54DA886133599D32BD8D62FFDB,7,19,8,17,8.0,18.0
’„G30E2C0FAD462BEB3FED2131ED55FDC4B,7,13,7,14,,
’„G11AE3119BD348F7BE506147771C89785,6,17,7,16,6.0,18.0
’„G4A39F8262E17F1FFA3E9DA89E65E799F,7,18,8,14,7.0,17.0
’„G6022881AFD22A2571F4331627D2B9B9B,6,18,7,8,,
’„G13A8C9613206F31E0F254749CD8D52C5,17,17,8,17,,
’„GE4E64FB31FF263699540D1CA1101D4F2,4,6,6,6,4.0,5.0
’„G113F4A2760B1C936E53FC0650727661F,7,17,7,17,7.0,17.0
’„GBDF8C0D7F2E4E5978743E4E59764E2A0,7,20,14,20,,
’„GC3FAB132A92366843B138FD8E9A76C67,7,8,7,17,,
’„GF41224A1A3572AE81C4FEF61D18B61E4,7,20,7,16,7.0,16.0
’„G7B2FECBA30BD2CA105BB919FCCCF4E6E,4,17,4,17,,
’„G62CF53DCFF7BF92F138EFEC985A68FB0,6,17,7,18,6.0,18.0
’„GB87D0AE77DD0B5CBC533EFC932B69DEB,8,17,6,17,,
’„G64868745979F8B230CFCB90CA9740DDE,0,14,1,14,1.0,14.0
’„GD7DB1AA31365461EDB66151A4DD524E4,8,17,9,12,7.0,16.0
’„GDC4C850EC8B919A197B52D86D18DCBCF,7,17,7,21,7.0,11.0
’„GAD8C41DA2CD67ABFA7E96B3350A09FBA,8,15,7,15,6.0,13.0
’„GB3F7BD174A71B7C5CEA03B2F61B2C453,8,15,8,16,8.0,15.0
’„G636D33BDECAE2919555DB3B1BC1A3296,7,17,7,17,7.0,17.0
’„DD69B14A6346501C2EDB1846E45A10830,13,18,9,15,12.0,19.0
’„GB2E908612B8E50D1228360780340D5AD,7,21,9,11,5.0,12.0
’„G8E2E272978144622BBFBAD374325ADD4,7,16,8,11,7.0,17.0
’„GD4E325B3615938992ED20F04F062E901,7,17,7,19,7.0,18.0
’„GA6E0C63A7FE1DFC775032C4E1B150E8F,8,18,8,12,,
’„GAC93980574B8133DA48CE6A755F13A6A,6,20,7,17,6.0,20.0
’„G40118584AE4DD1DDC7BC29580B5E88CA,6,16,7,17,6.0,17.0
’„G91F6360DAAE158AD8D2157E1DCD68501,8,18,8,17,8.0,17.0
’„GF32EF4FE40BD401BF72F197F5B56CCA4,6,18,7,19,,
’„G982EF6178576A9E4A52F3B2D86FD97B1,8,16,8,17,8.0,19.0
’„GD347AF0E73C2C0B0F886F828E2F44634,8,18,8,12,,
’„G8E9FB67B156FA882B6B99DAAF9210ED0,8,18,8,17,,
’„G8D457947DB3F6DAE584149D74C08578A,7,17,12,17,6.0,19.0
’„G26D9A159D7E201B09971A46667537ADD,7,17,9,10,7.0,18.0
’„GBCDF87A1C3BA1B09C47727CFB630555A,8,13,7,10,6.0,14.0
’„G2FE7E2CCA63389A8544C9E6D65FCF5A1,8,21,8,20,9.0,9.0
’„GFDA94D6CD5ACA5EB679E139D985EBC90,7,17,8,17,7.0,18.0
’„G011E05219E09F317DA294C921014016A,8,20,11,16,,
’„G4752CBC1FE41350E6FE20CE9BBBAD353,12,14,12,18,12.0,15.0
’„G96B2520230EA8C893EDCFDA182989702,7,17,7,17,8.0,17.0
’„G4B4DD7C1C5C38C9319D206D4AA955AF0,7,16,8,15,7.0,16.0
’„G065405681BDC028C91AA789FE06671CB,8,21,8,17,,
’„G22F3A1743D5D871EBCDE441A9A8C2E4A,9,17,10,19,9.0,17.0
’„G3E374000A5A218FF8D0A9217886C5612,7,17,7,17,7.0,17.0
’„G4E8DFF54DEF5E3BD8363F3CBBBB6C8EC,7,20,7,18,7.0,18.0
’„G771F353FD75377FEF9FE56D545D224A6,6,17,7,17,6.0,17.0
’„G8F697A847EA88C61541C1F95C57026C0,7,17,7,12,17.0,17.0
’„GF74A206EB517B1C43E424D1C3BE8CAE0,7,7,7,21,7.0,20.0
’„G3420F53ADCAA7C988066F002636F5854,7,17,7,17,7.0,17.0
’„G60BF20704FBB958AAC2E012ADC8B3FA2,8,17,11,13,9.0,15.0
’„G5C240EB065CD5D88E7DF8F3AEEF828D4,7,17,9,16,7.0,17.0
’„GCC07A8B3015E41B73B35A6057A8C5634,7,18,11,12,7.0,15.0
’„G3F3D6A77E674343A980B84F741AC2D63,5,18,6,17,5.0,18.0
’„G53F308BE096D527891153295B5DC0F69,7,18,7,17,7.0,17.0
’„GEEE81253C6A96871BBA578E187491A2D,8,15,9,14,8.0,12.0
’„J4FC144400B78E155AA1C550D8474D2A2,7,17,9,15,6.0,14.0
’„G87ED4F9117FCDC4DD363A68BB19C362F,7,17,7,16,,
’„G82D5DE900DE6BFFCCA9CF816258EBB3D,8,8,8,17,,
’„G2B711A2F85CBDD31D186F3A8B2B01FDC,7,17,8,17,7.0,19.0
’„GB57281AEBB3F5CF1B66C6C59B2A30B7B,7,17,7,17,,
’„G103B67DF941D21A9C17BD761FE7DDB6A,9,11,7,17,10.0,18.0
’„GD0345D3DB195D8C01ABE2445EFD42B21,7,16,7,8,17.0,17.0
’„G1F58F9391A61FB186D7F24961DAB09E9,8,16,13,16,7.0,16.0
’„G332A9493DAE9A5F523E8EFC7A792C131,7,17,7,17,7.0,7.0
’„G11FD035641748109E430FF7B6632101B,15,20,0,13,0.0,0.0
’„GB0FC88DCE99179F68342F3D780501FAB,6,13,7,18,6.0,8.0
’„G62AEA3EDB2B9D2442132C9DD461926BB,8,8,8,8,7.0,7.0
’„GE168BCC5E7F9586085FB74FD2199ABB9,7,17,7,17,7.0,18.0
’„GC73FCFAD4666235BE257D75E326B02A5,7,18,7,15,7.0,17.0
√ˆFB8B87D7127009AB9105DF80F79A95AA6,7,17,13,17,,
’„G3C29AABCA6B82F0ABFBBBFDB362D2D95,7,12,13,17,,
’„GC7216E4118114A91F5C2B1FCC010B55F,6,17,7,18,7.0,19.0
’„G82D7A5820429EBD037DF948CEBE2BD4C,7,18,8,16,7.0,17.0
’„G8B808BA2C4ADC36182A9AD1CF32064A7,6,20,8,17,6.0,20.0
’„G9DB0EBAE5AD0EF8CFE7347792E197D00,7,17,7,17,7.0,17.0
’„GD67914C68018A6FE39EC2034DA92FB8B,6,20,6,18,,
’„G3E5699EDBA2E6F5AC9E7601FA62CF04A,7,17,8,17,11.0,18.0
‘•N6BC8909C3034ACD0DAB20414310003B7,7,21,8,17,7.0,18.0
’„GDF0FFDE75FE458B89F7AB7564C903601,7,17,7,16,,
’„GD5E80BD9A2FEC28A736AA2B0220859D9,8,16,8,16,7.0,18.0
’„GFD90202CCBC1CF782C2B2F419EF6D033,3,8,6,8,3.0,8.0
’„G1B11118DFDD5AF9F8826158BF154C3C5,8,17,9,15,,
’„G23A6DF393BF199D6722872B8B8E44B62,16,16,11,17,14.0,15.0
’„G84BE0F09041E98525D89F08D7089CBAD,7,16,7,17,,
’„G92BA17F0575E144820E6C73AC2B3F922,9,17,7,17,8.0,18.0
’„G5367C1CE699999EBDC4430794DF73026,6,17,7,18,6.0,18.0
’„GBEBF9748C049968BBFB14B86D7503783,7,17,7,17,7.0,19.0
’„G6F19D0234851733CBE09D3B2052F13EF,7,17,13,16,7.0,18.0
’„GA572407BABD395B9D03F27257A4467CC,7,20,7,18,6.0,19.0
’„GB6D5CA8307BAB27F4DEC8C8249612248,7,9,9,17,7.0,12.0
’„G68AF26DFFC464CED61DC9E0D529EFF8A,6,20,7,17,5.0,17.0
‘•N028C257CE6850AA77F887802A06ED5C9,6,15,6,8,5.0,9.0
’„GF9DB32DC1C3CECB971719E73EBDA1842,7,17,7,17,8.0,17.0
’„G898F921C3177F91AB12B7A713BAE4143,7,19,7,17,8.0,20.0
’„G21594A788FF79F329FC1E5AE83ED23C5,7,8,8,8,7.0,8.0
